ip,isp,city,countrycode,latitude,longitude
193.201.224.18,PE Tetyana Mysyk,,UA,50.45,30.5233
81.184.7.8,Vodafone Ono,Tarragona,ES,41.1167,1.25
84.184.150.226,Deutsche Telekom AG,Erfurt,DE,50.9833,11.0333
125.16.17.152,Bharti Airtel,Hyderabad,IN,17.3753,78.4744
92.13.45.205,TalkTalk,Lowestoft,GB,52.4521,1.6937
187.126.231.218,Oi Velox,Rio de Janeiro,BR,-22.9,-43.2333
24.176.25.34,Charter Communications,Hudsonville,US,42.8555,-85.8828
61.12.97.162,TATA Communications Internet Services,Pune,IN,18.5333,73.8667
203.88.168.76,Henderson Data Centre Limited,North Point,HK,22.3,114.2
88.148.1.225,ServiHosting Networks S.L.,,ES,40.4,-3.6833
108.246.244.45,AT&T U-verse,Los Angeles,US,33.9517,-118.2956
208.67.142.131,Lincoln Intermediate Unit 12,Spring Grove,US,39.8494,-76.8662
50.162.126.105,Comcast Cable,Cypress,US,29.9878,-95.655
86.204.100.167,Orange,Benfeld,FR,48.3706,7.5937
71.172.39.153,Verizon Fios,New Providence,US,40.6973,-74.4052
217.12.16.251,Sociedad Andaluza para el Desarrollo de las Teleco,Seville,ES,37.3824,-5.9761
109.152.47.31,BT,Darlington,GB,54.5333,-1.5667
67.43.117.122,"Wisper ISP, Inc.",Ava,US,37.8627,-89.509
223.205.204.9,Triple T Internet Company Limited,,TH,13.75,100.4667
122.112.117.76,"CNISP-Union Technology (Beijing) Co., Ltd",Beijing,CN,39.9289,116.3883
116.125.142.200,SK Broadband,,KR,37.57,126.98
120.28.127.23,Globe Telecom,San Juan,PH,14.6,121.0333
83.52.226.108,Telefonica De Espana,Valencia,ES,39.4698,-0.3774
173.75.214.153,Verizon Fios,Sharon Hill,US,39.9008,-75.2662
195.113.170.1,CESNET z.s.p.o.,Olomouc,CZ,49.5917,17.25
23.20.156.199,Amazon.com,Ashburn,US,39.018,-77.539
161.97.140.40,EAGLE-Net Alliance,Erie,US,40.0657,-105.0133
108.36.206.230,Verizon Fios,Wilmington,US,39.7187,-75.6216
202.189.79.114,Amnet IT Services Pty,Dulwich,AU,-34.9365,138.6272
198.150.22.2,WiscNet,Wausau,US,45.0033,-89.7256
204.184.47.236,University of Missouri - dba the Missouri Research,Columbia,US,38.8817,-92.402
24.123.205.34,Time Warner Cable,Hamilton,US,39.425,-84.4982
71.252.181.243,Verizon Fios,Carrollton,US,33.0341,-96.8705
86.20.84.166,Virgin Media,Brighton,GB,50.8614,-0.1204
85.12.93.2,Jisc Services Limited,Grays,GB,51.4757,0.3252
64.76.73.213,Level 3 Communications,Santiago,PE,-14.1886,-75.7142
86.136.37.144,BT,Crook,GB,54.7,-1.7333
82.209.146.197,Bredband2 AB,Sodra Forstaden,SE,55.6,13
23.20.249.156,Amazon.com,Ashburn,US,39.018,-77.539
2.24.162.207,EE High Speed Internet,London,GB,51.5103,-0.2686
50.132.85.199,Comcast Cable,Seattle,US,47.6355,-122.3235
162.210.5.93,Allo Communications LLC,Scottsbluff,US,41.9923,-103.6328
178.148.245.160,Serbia BroadBand-Srpske Kablovske mreze d.o.o.,Belgrade,RS,44.8186,20.4681
153.189.197.243,Open Computer Network,Akashi,JP,34.6333,134.9833
64.255.88.19,InfoWest,Saint George,US,37.1834,-113.5999
208.44.170.102,CenturyLink,Columbus,US,32.5443,-84.9208
130.133.5.131,Verein zur Foerderung eines Deutschen Forschungsne,Berlin,DE,52.5167,13.4
65.52.244.38,Microsoft Corporation,Chicago,US,41.85,-87.65
99.145.125.67,AT&T Internet Services,,US,37.751,-97.822
204.128.73.42,The School Board of Brevard County,Rockledge,US,28.2816,-80.7645
188.245.74.144,Pars Online PJS,,IR,35.7261,51.3304
189.225.203.240,Telmex,Naucalpan,MX,19.4794,-99.2383
46.118.155.40,Kyivstar PJSC,Lviv,UA,49.8407,24.0305
85.26.241.65,PJSC MegaFon,Khabarovsk,RU,48.4808,135.0928
58.106.229.13,Optus,Bardwell Valley,AU,-33.9353,151.1257
91.180.101.193,Proximus Skynet,Brussels,BE,50.8667,4.2833
198.111.152.212,Merit Network,Sheridan,US,43.2064,-85.0586
174.91.10.118,Bell Canada,Mississauga,CA,43.6413,-79.6296
72.188.109.58,Time Warner Cable,Orlando,US,28.5106,-81.1976
211.90.28.102,China Unicom,,CN,35,105
54.196.100.169,Amazon Technologies,Ashburn,US,39.018,-77.539
205.174.240.239,Santa Clara County Office of Education,Cupertino,US,37.3042,-122.0946
100.33.24.13,Verizon Fios,Staten Island,US,40.566,-74.1258
66.249.67.56,Googlebot,Mountain View,US,37.4192,-122.0574
144.160.226.53,AT&T Services,Alpharetta,US,34.0754,-84.2941
68.45.20.196,Comcast Cable,Bloomington,US,39.079,-86.6175
24.111.93.48,Midcontinent Communications,Watertown,US,44.9557,-97.106
193.236.41.153,"Fundacao para a Ciencia e a Tecnologia, I.P.",PÃ³voa de Varzim,PT,41.3834,-8.7636
50.172.86.162,Comcast Cable,Elkhart,US,41.7179,-85.9664
66.249.67.59,Googlebot,Mountain View,US,37.4192,-122.0574
24.178.183.82,Charter Communications,Birmingham,US,33.491,-86.7369
85.26.241.212,PJSC MegaFon,Khabarovsk,RU,48.4808,135.0928
85.26.241.213,PJSC MegaFon,Khabarovsk,RU,48.4808,135.0928
68.116.163.76,Charter Communications,Worcester,US,42.3117,-71.796
172.251.38.242,Time Warner Cable,Simi Valley,US,34.2521,-118.7843
177.200.193.218,T.P.A. TelecomunicaÃ§Ãµes LTDA,Benedito Novo,BR,-26.8,-49.4167
23.101.61.176,Microsoft Corporation,Dublin,IE,53.3331,-6.2489
83.14.180.18,Orange Polska,Poznan,PL,52.4167,16.9667
70.39.177.20,Tinet Spa,Murfreesboro,US,35.7809,-86.3273
207.237.172.210,RCN,New York,US,40.7421,-74.0018
68.42.81.238,Comcast Cable,Inkster,US,42.2933,-83.3147
190.18.112.102,Cablevision S.A.,Villa del Parque,AR,-34.6006,-58.4887
24.171.173.230,Time Warner Cable,Raleigh,US,35.848,-78.7004
198.150.22.1,WiscNet,Wausau,US,45.0033,-89.7256
68.14.215.2,Cox Communications,Tucson,US,32.2211,-110.8238
67.239.9.171,CenturyLink,North Fort Myers,US,26.6988,-81.908
188.92.76.167,Sia Nano IT,,LV,57,25
96.55.10.32,Shaw Communications,,CA,43.6425,-79.3872
137.117.241.182,Microsoft Corporation,Amsterdam,NL,52.35,4.9167
54.221.107.65,Amazon Technologies,Ashburn,US,39.018,-77.539
88.190.213.113,Free SAS,Paris,FR,48.8763,2.3183
71.88.218.233,Charter Communications,Johnson City,US,36.3198,-82.3202
81.110.143.34,Virgin Media,Norwich,GB,52.6295,1.2808
71.96.51.60,Verizon Fios,Keller,US,32.9342,-97.2515
97.117.125.4,CenturyLink,Salt Lake City,US,40.6583,-111.9231
50.116.13.99,Linode,Absecon,US,39.4899,-74.4773
189.225.246.59,Telmex,Mexico City,MX,19.4342,-99.1386
94.194.91.105,Sky Broadband,Shoreham-by-Sea,GB,50.8341,-0.2743
194.83.84.254,Jisc Services Limited,Wrexham,GB,53.05,-3
107.0.240.162,Comcast Cable,Wilmette,US,42.0772,-87.7286
75.46.167.14,AT&T U-verse,Miami,US,25.8535,-80.1811
122.57.224.5,Spark New Zealand,Christchurch,NZ,-43.5341,172.637
75.138.57.148,Charter Communications,Midway Park,US,34.707,-77.2914
174.26.153.96,CenturyLink,Phoenix,US,33.5091,-112.0265
193.251.182.208,Orange,,FR,48.86,2.35
119.207.155.92,Korea Telecom,Seoul,KR,37.5985,126.9783
54.224.64.164,Amazon Technologies,Ashburn,US,39.018,-77.539
54.246.137.243,Amazon Technologies,Dublin,IE,53.3331,-6.2489
217.42.141.160,BT,Craigavon,GB,54.4471,-6.387
75.73.7.14,Comcast Cable,Minneapolis,US,44.9014,-93.2882
78.33.9.2,Entanet,Royal Leamington Spa,GB,52.3,-1.5333
124.149.96.146,iiNet Limited,Stanmore,AU,-33.8941,151.1642
198.236.0.37,Clackamas Education Service District,Oregon City,US,45.3218,-122.5231
123.211.221.224,Telstra Internet,Buderim,AU,-26.6844,153.0571
99.28.137.13,AT&T U-verse,Houston,US,29.9051,-95.1678
96.42.127.120,Charter Communications,Saint Cloud,US,45.5809,-94.2081
212.95.156.57,Parsun Network Solutions Pty Ltd,,IR,35.6961,51.4231
193.28.178.61,eBay GmbH,,,47,8
212.95.156.59,Parsun Network Solutions Pty Ltd,,IR,35.6961,51.4231
87.72.223.25,Arrowhead A/S,Copenhagen,DK,55.6759,12.5655
199.216.192.36,Service Alberta,Westlock,CA,54.1502,-113.8688
99.64.101.166,AT&T U-verse,Leander,US,30.5423,-97.9176
24.13.36.173,Comcast Cable,Lake Zurich,US,42.2008,-88.043
72.20.139.135,Phonoscope,League City,US,29.5075,-95.0895
173.71.61.59,Verizon Fios,Lewisville,US,33.077,-97.0702
111.69.236.134,2degrees Broadband,Christchurch,NZ,-43.5225,172.5813
68.192.144.65,Optimum Online,Brooklyn,US,40.5767,-73.99
95.211.171.175,LeaseWeb Netherlands B.V.,,NL,52.3667,4.9
54.234.98.70,Amazon Technologies,Ashburn,US,39.018,-77.539
174.47.110.67,tw telecom holdings,Zionsville,US,39.9831,-86.2876
212.219.247.129,Jisc Services Limited,Glasgow,GB,55.8322,-4.2576
82.43.7.254,Virgin Media,Sutton,GB,51.35,-0.2
71.59.35.79,Comcast Cable,Atlanta,US,33.9335,-84.3972
162.230.10.131,AT&T U-verse,Avon,US,39.7602,-86.3942
99.247.246.247,Rogers Cable,Brantford,CA,43.1692,-80.2684
108.28.118.75,Verizon Fios,Herndon,US,38.9841,-77.3827
206.219.178.10,Spirit Telecom,Myrtle Beach,US,33.6359,-79.028
69.121.88.185,Optimum Online,The Bronx,US,40.8163,-73.8621
204.234.104.16,University of Nebraska Central Administration,Lincoln,US,40.8,-96.667
97.66.145.218,EarthLink,Bradenton,US,27.5001,-82.3966
24.91.96.109,Comcast Cable,Amesbury,US,42.8541,-70.9521
204.236.211.1,Amazon.com,Ashburn,US,39.018,-77.539
72.234.49.214,Hawaiian Telcom,Honolulu,US,21.275,-157.8165
99.250.143.162,Rogers Cable,Aurora,CA,44.0001,-79.4663
105.208.72.47,MTN Business Solutions,Johannesburg,ZA,-26.1667,28.15
66.76.66.75,Suddenlink Communications,Henderson,US,32.0622,-94.6343
82.168.149.224,KPN,Utrecht,NL,52.0938,5.1191
66.249.74.180,Googlebot,Mountain View,US,37.4192,-122.0574
168.8.249.173,Board of Regents of the University System of Georg,Decatur,US,33.6878,-84.2507
50.4.169.121,WideOpenWest,Northville,US,42.4312,-83.4833
66.147.244.115,Unified Layer,Provo,US,40.2181,-111.6133
198.209.13.245,University of Missouri - dba the Missouri Research,Columbia,US,38.8817,-92.402
112.200.71.113,Philippine Long Distance Telephone,Quezon City,PH,14.6488,121.0509
69.204.159.207,Time Warner Cable,Pittsfield,US,42.4728,-73.2744
86.150.84.133,BT,Rayleigh,GB,51.5857,0.6046
67.184.235.97,Comcast Cable,Mundelein,US,42.2667,-88.0508
139.194.214.57,Fastnet,Sangereng,ID,-6.1781,106.63
86.168.83.244,BT,Telford,GB,52.6333,-2.5
125.60.156.216,Smart Broadband,,PH,14.5833,120.9667
75.121.137.175,CenturyLink,Enterprise,US,31.3076,-85.8806
123.203.21.80,Hong Kong Broadband Network,Central District,HK,22.2833,114.15
99.14.133.22,AT&T Internet Services,,US,37.751,-97.822
68.66.174.2,"FirstDigital Communications, LLC",Syracuse,US,41.0504,-112.061
37.24.237.211,Unitymedia NRW GmbH,,DE,51,9
134.223.116.201,Northrop Grumman,Glen Burnie,US,39.1626,-76.6316
98.110.245.195,Verizon Fios,Framingham,US,42.3233,-71.4352
123.203.97.52,Hong Kong Broadband Network,Central District,HK,22.2833,114.15
94.194.114.227,Sky Broadband,Gateshead,GB,54.9346,-1.6151
90.43.31.218,Orange,Colombes,FR,48.9188,2.254
190.51.140.42,Telefonica de Argentina,Lomas de Zamora,AR,-34.7609,-58.4063
82.94.179.38,XS4ALL Internet BV,,NL,52.3667,4.9
96.47.224.42,QuadraNet,Los Angeles,US,34.0438,-118.2512
37.201.73.221,Unitymedia NRW GmbH,,DE,51,9
204.81.19.78,New Brunswick Department of Education,Sussex,CA,45.668,-65.5218
97.87.86.202,Charter Communications,St Louis,US,38.5491,-90.3199
65.19.47.72,"Cyber Mesa Computer Systems, Incorporated",Santa Fe,US,35.6318,-105.8789
184.178.179.17,Cox Communications,Norman,US,35.2523,-97.4603
189.110.155.114,Vivo,Itaquaquecetuba,BR,-23.4833,-46.35
67.142.162.25,Hughes Network Systems,,US,37.751,-97.822
189.33.87.4,NET Virtua,SÃ£o Paulo,BR,-23.5475,-46.6361
89.189.191.33,Siberian Networks,Novosibirsk,RU,55.0411,82.9344
78.73.85.229,TeliaSonera AB,SkellefteÃ¥,SE,64.7667,20.95
71.41.27.130,Time Warner Cable,Belton,US,31.045,-97.5087
194.0.84.99,"INA Industrija nafte, d.d.",Zagreb,HR,45.8,16
24.128.77.94,Comcast Cable,Roslindale,US,42.283,-71.1209
64.180.42.60,Telus Communications,North Vancouver,CA,49.3775,-123.0862
73.4.52.180,Comcast Cable,Manchester,US,43.0139,-71.4352
76.195.63.70,AT&T U-verse,Burbank,US,34.1753,-118.3472
58.176.49.145,Hong Kong Broadband Network,Central District,HK,22.2833,114.15
205.222.248.123,Montgomery County Public Schools,Rockville,US,39.0892,-77.1835
75.121.45.245,CenturyLink,Olive Branch,US,34.918,-89.8216
78.35.148.75,NetCologne GmbH,Leverkusen,DE,51.0307,6.9898
204.124.28.5,West Essex Regional School District,Caldwell,US,40.8549,-74.2859
178.251.213.2,Telecommunication Infrastructure Company,Qom,IR,34.6401,50.8764
75.86.247.153,Time Warner Cable,Brookfield,US,43.0608,-88.1558
23.20.168.59,Amazon.com,Ashburn,US,39.018,-77.539
98.206.47.14,Comcast Cable,Chicago,US,41.9474,-87.7037
86.19.117.213,Virgin Media,Dagenham,GB,51.55,0.1667
97.119.216.207,CenturyLink,,US,37.751,-97.822
152.115.60.98,Nianet A/S,Silkeborg,DK,56.1697,9.5451
188.165.233.138,OVH SAS,,FR,48.86,2.35
216.124.224.116,Illinois Century Network,Springfield,US,39.834,-89.6539
88.198.110.206,Hetzner Online GmbH,,DE,51,9
105.157.221.158,Maroc Telecom,Agadir,MA,30.4207,-9.5932
64.60.251.85,Telepacific Communications,Palo Alto,US,37.4429,-122.1514
63.88.13.250,Verizon Business,Baltimore,US,39.2904,-76.6122
66.250.190.23,Cogent Communications,Bowie,US,38.9268,-76.7118
194.140.166.194,Vodafone Ono,,ES,40.4,-3.6833
107.192.142.111,AT&T U-verse,,US,37.751,-97.822
76.17.212.22,Comcast Cable,Plymouth,US,45.04,-93.4853
66.249.93.163,Google,,,47,8
24.240.21.187,Charter Communications,Roswell,US,34.056,-84.3795
93.80.26.62,Beeline Home,Moscow,RU,55.7522,37.6156
216.213.195.161,Education Service Center Region XI,Mansfield,US,32.5702,-97.1313
61.100.9.199,Sejong Telecom,,KR,37.57,126.98
74.192.136.69,Suddenlink Communications,Georgetown,US,30.692,-97.7518
2.180.43.81,Information Technology Company (ITC),,IR,35.7131,47.2656
220.220.68.218,NTT,Yachimata,JP,35.65,140.3167
98.213.49.104,Comcast Cable,Evanston,US,42.0302,-87.6878
96.246.7.81,Verizon Internet Services,Brooklyn,US,40.6614,-73.9583
36.79.32.128,PT Telkom Indonesia,Semarang,ID,-6.9932,110.4203
94.71.108.225,OTEnet S.A.,Piraeus,GR,37.9614,23.6389
76.181.229.113,Time Warner Cable,Columbus,US,39.9649,-83.1383
76.69.37.216,Bell Canada,Markham,CA,43.8479,-79.3288
79.114.176.115,RCS & RDS,TÃ¢rgoviÅte,RO,44.9333,25.45
168.221.158.45,AT&T Internet Services,Miami,US,25.853,-80.2348
80.191.232.251,Information Technology Company (ITC),Hamadan,IR,34.7992,48.5146
205.155.19.139,"California State University, Office of the Chancel",Scotts Valley,US,37.0614,-122.0118
189.75.173.83,Oi Internet,Cascavel,BR,-24.95,-53.4667
186.103.250.208,Telefonica Empresas,Nancagua,CL,-34.6667,-71.2167
190.48.80.151,Telefonica de Argentina,Flores,AR,-34.63,-58.4633
50.253.96.217,Comcast Cable,Denver,US,39.7392,-104.9847
27.33.183.134,TPG Internet,Sunnybank,AU,-27.5649,153.0665
87.38.79.5,HEAnet Limited,Cork,IE,51.8986,-8.4958
146.166.182.226,State of Wyoming Department A&I,Cheyenne,US,41.3274,-104.6664
78.153.31.30,Mobile TeleSystems PJSC,Yekaterinburg,RU,56.8575,60.6125
69.139.111.7,Comcast Cable,Hattiesburg,US,31.3156,-89.4131
174.61.198.186,Comcast Cable,Auburn,US,47.2875,-122.1094
205.118.122.83,Utah Education Network,Pleasant Grove,US,40.4647,-111.6332
72.19.47.82,"Cascade Access, LLC",Estacada,US,45.2082,-122.0669
168.221.143.68,AT&T Internet Services,Hollywood,US,25.9825,-80.3434
50.232.195.6,Comcast Cable,Naperville,US,41.7701,-88.1404
165.139.246.63,Education Networks of America,Delphi,US,40.5854,-86.5975
212.183.128.221,Vodafone Limited,,GB,51.5,-0.13
173.219.136.182,Suddenlink Communications,Russellville,US,35.3035,-93.0361
178.45.82.150,Rostelecom,Samara,RU,53.1835,50.1182
24.40.135.46,EarthLink,Chapel Hill,US,35.8495,-79.0341
185.28.251.241,"MyNET S.C. Tomasz Patrzalek, Marek Raton",Krzeszowice,PL,50.1333,19.6333
74.5.116.152,CenturyLink,Carlisle,US,40.1808,-77.2139
86.26.200.129,Virgin Media,Ilford,GB,51.5576,0.0728
70.52.132.171,Bell Canada,Vaughan,CA,43.8478,-79.589
202.12.74.8,Prince of Songkla University (Sritrang'NET),Hat Yai,TH,7.1,100.4167
86.123.243.250,RCS & RDS,Lugoj,RO,45.6886,21.9031
71.188.77.180,Verizon Fios,Camden,US,39.9524,-75.0884
1.249.222.129,SK Broadband,,KR,37.57,126.98
99.30.14.70,AT&T U-verse,Naperville,US,41.8032,-88.1341
175.140.90.229,TM Net,Kajang,MY,3.0094,101.7755
72.12.201.52,Wintek Corporation,Lafayette,US,40.3149,-86.8908
169.244.6.98,University of Maine System,Limington,US,43.7306,-70.7054
109.130.155.161,Proximus Skynet,Ghent,BE,51.05,3.7167
178.136.120.42,Private Joint-stock Company Farlep-invest,Lviv,UA,49.8407,24.0305
59.99.163.173,BSNL,Bengaluru,IN,12.9833,77.5833
187.38.27.210,NET Virtua,SÃ£o Paulo,BR,-23.5475,-46.6361
81.33.215.94,Telefonica De Espana,Barcelona,ES,41.3888,2.159
202.45.119.170,iiNet Limited,Mount Waverley,AU,-37.8771,145.1294
71.123.177.61,Verizon Fios,Plano,US,33.0952,-96.7524
78.224.224.98,Free SAS,Ancenis,FR,47.3667,-1.1667
193.106.11.212,Lapin Informaatioteknologia Lapit Oy,Rovaniemi,FI,66.6385,25.8394
66.170.206.122,Consolidated Communications,Conroe,US,30.3217,-95.5242
176.126.224.18,Talk Straight,Ilkley,GB,53.9167,-1.8167
66.249.82.173,Google,,,35,105
77.249.178.204,Chello,Ede,NL,52.0333,5.6583
83.208.194.209,O2 Czech Republic,ÄeskÃ© BudÄjovice,CZ,48.9833,14.4667
5.2.135.169,RCS & RDS,Bucharest,RO,44.4186,26.0622
64.229.129.121,Bell Canada,Brossard,CA,45.4414,-73.4561
72.208.158.160,Cox Communications,Phoenix,US,33.4716,-112.1948
203.98.31.34,Vodafone New Zealand Broadband,,NZ,-41,174
79.231.173.89,Deutsche Telekom AG,Lollar,DE,50.65,8.7
138.99.225.226,Pacifico Cable S.A.,Coronel,CL,-37.0167,-73.1333
194.168.135.194,Virgin Media,Wimborne Minster,GB,50.7833,-1.9833
109.169.138.221,Rostelecom,Samara,RU,53.1835,50.1182
64.121.199.12,RCN,Easton,US,40.691,-75.2793
132.3.57.68,United States Air Force,Montgomery,US,32.404,-86.2539
74.112.131.112,Topsy Labs,San Francisco,US,37.7697,-122.3933
74.112.131.113,Topsy Labs,San Francisco,US,37.7697,-122.3933
70.246.16.191,AT&T Internet Services,Houston,US,29.7523,-95.367
74.112.131.111,Topsy Labs,San Francisco,US,37.7697,-122.3933
74.112.131.114,Topsy Labs,San Francisco,US,37.7697,-122.3933
202.87.163.248,Australis,,AU,-37.8139,144.9634
71.204.92.203,Comcast Cable,Woodstock,US,34.1268,-84.574
97.88.172.99,Charter Communications,Warrensburg,US,38.7862,-93.7239
174.30.101.147,CenturyLink,Des Moines,US,41.6014,-93.6829
196.0.4.86,Uganda Telecom,Kampala,UG,0.3156,32.5656
223.4.88.187,"Aliyun Computing Co., LTD",Hangzhou,CN,30.2936,120.1614
120.29.247.26,Tasmanet Pty Ltd,Trevallyn,AU,-41.4598,147.0841
101.160.2.191,Telstra Internet,Melbourne,AU,-37.8139,144.9634
66.176.41.3,Comcast Cable,Miami,US,25.6615,-80.412
23.16.133.134,Telus Communications,Burnaby,CA,49.2302,-122.9952
70.68.1.204,Shaw Communications,Port Coquitlam,CA,49.274,-122.7649
204.111.192.234,Shentel Service Company,Harrisonburg,US,38.4031,-78.8914
2.178.47.251,Information Technology Company (ITC),,IR,35.6961,51.4231
173.160.197.93,Comcast Business Communications,Bellevue,US,47.5527,-122.1479
2.176.204.225,Information Technology Company (ITC),,IR,35.6961,51.4231
49.145.9.210,Philippine Long Distance Telephone,Iligan City,PH,8.25,124.4
74.44.213.208,Frontier Communications,Farmington,US,44.6272,-93.1168
188.52.8.148,SaudiNet,Jeddah,SA,21.5169,39.2192
175.156.227.245,M1 LIMITED,Singapore,SG,1.2931,103.8558
190.46.95.135,VTR Banda Ancha S.A.,ViÃ±a del Mar,CL,-33.0081,-71.5197
100.34.225.127,Verizon Fios,Claymont,US,39.8041,-75.4559
184.186.52.226,Cox Communications,New Orleans,US,29.9468,-90.123
68.197.241.226,Optimum Online,Newark,US,40.7681,-74.1677
216.174.135.2,SaskTel,Saskatoon,CA,52.1333,-106.6667
88.208.95.42,"Dial Telecom, a.s.",Prague,CZ,50.0833,14.4667
23.20.228.218,Amazon.com,Ashburn,US,39.018,-77.539
203.12.147.98,Pacific Internet (Australia) Pty,Merewether,AU,-32.948,151.7433
66.154.209.16,Northwest Regional ESD,Portland,US,45.447,-122.7668
108.163.158.129,iWeb Technologies,Seattle,US,47.6062,-122.3321
76.24.87.177,Comcast Cable,Brockton,US,42.0796,-71.0382
86.63.9.30,WightFibre Limited,Ryde,GB,50.7167,-1.1667
186.103.247.177,Telefonica Empresas,Santiago,CL,-33.45,-70.6667
193.49.249.224,Renater,Assieu,FR,45.4066,4.8668
98.224.61.249,Comcast Cable,Jacksonville,US,30.3624,-81.6972
60.225.101.113,Telstra Internet,Plumpton,AU,-33.7518,150.8369
24.77.27.228,Shaw Communications,Winnipeg,CA,49.9081,-97.1779
179.126.63.178,Algar Telecom,Franca,BR,-20.5333,-47.4
212.55.24.204,Euskaltel S.A.,,ES,40.4,-3.6833
188.4.204.46,Forthnet,Athens,GR,37.9833,23.7333
95.68.6.20,SIA Lattelecom,Valmiera,LV,57.55,25.4
120.32.166.22,China Telecom,Putian,CN,24.9878,118.4983
178.74.4.105,Broadnet,Oslo,NO,59.9127,10.7461
68.196.80.112,Optimum Online,Bergenfield,US,40.9233,-73.9984
173.206.91.157,Primus Telecommunications Canada,Toronto,CA,43.6915,-79.4307
209.104.229.66,DSCI Corporation,Concord,US,43.2345,-71.5227
206.15.232.160,"California State University, Office of the Chancel",Carmichael,US,38.6262,-121.3248
92.96.124.109,Emirates,Abu Dhabi,AE,24.4667,54.3667
115.249.38.30,Reliance Communications,Mumbai,IN,18.975,72.8258
77.246.18.146,Xifos Limited,Basingstoke,GB,51.2625,-1.0871
208.85.211.196,F5 Networks,Seattle,US,47.6381,-122.3715
199.182.66.130,Calhoun ISD,Battle Creek,US,42.2843,-85.2293
69.118.159.142,Optimum Online,Hackensack,US,40.8859,-74.0468
72.229.162.44,Time Warner Cable,Flushing,US,40.7298,-73.8251
62.108.27.152,Chello,Amsterdam,NL,52.35,4.9167
80.138.250.35,Deutsche Telekom AG,Munich,DE,48.15,11.5833
96.245.100.247,Verizon Fios,Conshohocken,US,40.0798,-75.2855
184.75.21.10,Time Warner Cable,New York,US,40.7517,-73.9972
107.1.219.54,Comcast Cable,Aurora,US,41.759,-88.2615
84.61.25.153,Vodafone DSL,Bochum,DE,51.4745,7.311
76.69.103.243,Bell Canada,Markham,CA,43.8479,-79.3288
80.99.226.119,UPC Hungary,Debrecen,HU,47.5333,21.6333
115.187.36.165,Alliance Broadband Services Pvt.,Kolkata,IN,22.5697,88.3697
99.240.13.195,Rogers Cable,Moncton,CA,46.1797,-64.9484
23.228.141.242,Google Fiber,Kansas City,US,39.0142,-94.5951
217.219.244.12,Information Technology Company (ITC),Mashhad,IR,36.297,59.6062
66.249.83.120,Google,Mountain View,US,37.4192,-122.0574
74.40.85.140,Frontier Communications,,US,37.751,-97.822
89.123.84.185,Telekom Romania Communication S.A,Cluj-Napoca,RO,46.7667,23.6
50.57.165.232,Rackspace Hosting,San Antonio,US,29.4889,-98.3987
194.199.34.2,Commissariat a l'Energie Atomique,Bordeaux,FR,44.8404,-0.5805
213.238.179.240,Ihlas Net A.S.,,TR,41.0136,28.955
173.50.127.153,Verizon Fios,Virginia Beach,US,36.8267,-76.0179
190.157.161.108,Telmex Colombia S.A.,BogotÃ¡,CO,4.6492,-74.0628
76.200.192.119,AT&T U-verse,Columbus,US,40.1009,-83.0141
67.161.45.146,Comcast Cable,San Jose,US,37.2972,-121.8868
77.64.254.195,PrimaCom Berlin GmbH,Plauen,DE,50.4942,12.1353
108.41.169.129,Verizon Fios,New City,US,41.1557,-73.99
99.109.72.42,AT&T U-verse,Hialeah,US,25.9122,-80.3965
99.99.244.96,AT&T U-verse,Lansing,US,42.7257,-84.636
62.255.68.52,Virgin Media,Saint Ives,GB,52.3325,-0.075
50.90.173.220,Bright House Networks,Indianapolis,US,39.8093,-86.101
204.234.82.253,University of Nebraska Central Administration,Lincoln,US,40.8,-96.667
207.223.125.70,TekLinks,Birmingham,US,33.4935,-86.8046
193.51.233.246,Renater,,FR,48.86,2.35
96.237.63.127,Verizon Fios,Taunton,US,41.9113,-71.13
54.237.151.191,Amazon Technologies,Ashburn,US,39.018,-77.539
24.224.234.175,EastLink,St. John's,CA,47.5698,-52.7796
37.191.4.170,UPC Hungary,Szombathely,HU,47.2448,16.6168
91.15.99.148,Deutsche Telekom AG,,DE,51,9
5.18.139.35,Perspectiva,Saint Petersburg,RU,59.8944,30.2642
112.111.161.109,China Unicom Liaoning,Putian,CN,24.9878,118.4983
98.139.134.98,Yahoo!,Sunnyvale,US,37.4249,-122.0074
98.139.134.99,Yahoo!,Sunnyvale,US,37.4249,-122.0074
151.246.167.169,Aria Shatel Company,,IR,35.6961,51.4231
68.192.33.50,Optimum Online,Hampton Bays,US,40.8817,-72.5364
208.58.177.214,RCN,Arlington,US,42.4166,-71.1469
99.136.112.242,AT&T U-verse,Grand Rapids,US,42.9294,-85.5456
194.6.161.2,Bluewin,Winterthur,CH,47.5,8.7251
54.234.154.50,Amazon Technologies,Ashburn,US,39.018,-77.539
121.210.52.35,Telstra Internet,Malvern East,AU,-37.8833,145.05
98.139.134.96,Yahoo!,Sunnyvale,US,37.4249,-122.0074
98.139.134.97,Yahoo!,Sunnyvale,US,37.4249,-122.0074
96.240.172.213,Verizon Internet Services,Bedford,US,37.3211,-79.5274
187.34.210.78,Vivo,SÃ£o Paulo,BR,-23.5475,-46.6361
71.187.236.216,Verizon Fios,Somerville,US,40.5918,-74.705
89.96.150.130,Fastweb,Genoa,IT,44.4167,8.95
103.254.238.2,Techbook international Pvt.,Pune,IN,18.5333,73.8667
